data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5086751,804,UKR1163,1163,"08 February 2018",2018,1,"Violence against civilians",Attack,"Police Forces of Ukraine (2014-) ARMA: National Agency for Identifying, Tracing and Managing Assets Obtained through Corruption and Other Crimes",,1,"Civilians (Ukraine)","Journalists (Ukraine)",7,17,Europe,Ukraine,"Kiev City",Kiev,,Kiev,50.4496,30.5224,1,"Vesti; Sputnik News Service",National-Regional,"On February 8, 2018, a journalist was injured after gas was dispersed in the Vesti office as the National Agency for Identifying, Tracing and Managing Assets Obtained through Corruption and Other Crimes took control of the editorial offices of the Vesti newspaper in Kiev. This was done under criminal proceedings against the former minister for taxes and levies, who is accused of corruption.",0,1553853277,UKR
5082950,643,RUS148,148,"07 February 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)",,6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"OVD Info",National,"On Feb 7, six animal rights activits demonstrated at the Agro-Farm exhibition in Moscow. All were detained and taken to a police station; later in the night were released.",0,1553853273,RUS
5086683,804,UKR1095,1095,"07 February 2018",2018,1,"Violence against civilians",Attack,"National Corps Party",,3,"Civilians (Ukraine)","Communist Group (Ukraine)",7,37,Europe,Ukraine,"Kiev City",Kiev,,Kiev,50.4496,30.5224,1,"BBC Monitoring",International,"On February 7, 2018, in Kiev, members of the National Corps attacked two men who were planning to distribute ""antifascist"" leaflets. The victims claimed to be members of the Communist Party from western Ukraine.",0,1553853277,UKR
5086693,804,UKR1105,1105,"07 February 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Ukraine)",,3,"Civilians (Ukraine)","Right Sector",7,37,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Ukrayinska Pravda; OSCE SMM-Ukraine",National,"On 7 February 2018 a former head of the Odessa regional branch of the Ukrainian far-right Right Sector party, Serhiy Sternenko, was attacked outside his home.",0,1553853277,UKR
5082914,643,RUS112,112,"31 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Russia)",,3,"Civilians (Russia)","Lawyers (Russia)",7,37,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"Agora; OVD Info",National,"On January 31st, a lawyer and human-rights activist Valentin Karelin was attacked by (probably) three unindentified masked individuals in Moscow - Krylatsk. Karelin is well-known as a lawyer assisting local activists and politicians.",0,1553853273,RUS
5086358,804,UKR770,770,"29 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Ukraine)","Far Right Group (Ukraine)",3,"Civilians (Ukraine)",,7,37,Europe,Ukraine,Lviv,"Lviv Municipality",,Lviv,49.8407,24.0305,1,"Human Rights Information Centre",National,"On January 29, 2018, an unidentified young man wearing a balaclava entered the premises of the Bookshop ""Ye"" in Lviv. He threw a smoke bomb in the room with appr. 50 people listening to a lecture ""Terrible History: Holocaust. Memory. Pain. Lessons"" and ran away. [Similar attacks by far right groups happened throughout the year during lectures/activities related to human rights e.g. LGBT/Roma/Women's rights, environmental issues etc.]",0,1553853277,UKR
5086267,804,UKR679,679,"25 January 2018",2018,1,Riots,"Mob violence","Rioters (Ukraine)","Vigilante Group (Ukraine); C14; Traditions and Order",5,"Civilians (Ukraine)","Russian Orthodox Christian Group (Ukraine); Journalists (Ukraine)",7,57,Europe,Ukraine,"Kiev City",Kiev,,Kiev,50.4496,30.5224,3,"Ukrayinska Pravda",National,"On 25 January 2018, the far-right organizations C14, Tradition and Order and Falcon have raided the office of the Union of Orthodox Journalists, where members of the groups say they found anti-Ukrainian materials.",0,1553853277,UKR
5082842,643,RUS40,40,"22 January 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","OR: The Other Russia",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"TV Rain",National,"On 22th January, six activists of the unregistered party The Other Russia (National Bolsheviks) held a protest in front of the Russian Central Election Commission in Moscow. They lit flares and souted demands to revise privatisation in 1990s. All were detained immediately.",0,1553853273,RUS
5081061,300,GRC13,13,"21 January 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)",,5,"Civilians (Greece)","Government of Greece (2015-)",7,57,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,2,"Greek Reporter",International,"On Jan. 21, 2018: Greek demonstrators who staged a rally against Macedonia's name chased Greece's former deputy minister of Education, Kostas Zouraris threatening to lynch him. Zouraris resigned the previous week over his insults about football fans, which caused public discontent. No injuries were reported.",0,1553853271,GRC
5081059,300,GRC11,11,"20 January 2018",2018,1,Riots,"Mob violence","Rioters (Greece)",,5,"Civilians (Ukraine)","Government of Ukraine (2014-)",7,57,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,Liveuamap,Other,"On Jan. 20, 2018: Unknown individuals attacked the Embassy of Ukraine in Athens by throwing Molotov cocktails at the building. Allegedly, three cars near the embassy were also set on fire.",0,1553853271,GRC
5082838,643,RUS36,36,"19 January 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)",,6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"Caucasian Knot",National,"On January 19th, around 500 individuals took part at a traditional march in Moscow in memory of Stanislav Markelov and Anastasia Baburova, a lawyer and a journalist of Novaya Gazeta, both killed in 2009. According to more sources, 1-4 individuals were detained, because their faces were covered.",0,1553853273,RUS
5082839,643,RUS37,37,"19 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Russia)",,3,"Civilians (Russia)","LF: Left Front",7,37,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"Caucasian Knot",National,"On 19th January, Ilya S., the 'Left-Bloc' activist, was beaten by three unidentified masked individuals in Moscow near the Domodedovsaya station. They referred to the just-finished rally in memory of the lawyer Stanislav Markelov and Anastasia Baburova and started beating him for his participation at the rally. Later, other pedestrians scared them out.",0,1553853273,RUS
5086076,804,UKR488,488,"18 January 2018",2018,1,Protests,"Protest with intervention","Protesters (Ukraine)","Journalists (Ukraine)",6,"Police Forces of Ukraine (2014-)",,1,16,Europe,Ukraine,Lviv,"Lviv Municipality",,Lviv,49.8407,24.0305,1,Zaxid,Subnational,"On January 18, 2018 according to Zaxid, the police arrested six journalists of the Lviv newspaper Ekspres while they protested outside the building in Lviv, where President Petro Poroshenko held a meeting with Canada's Governor General Julie Payette.",0,1553853277,UKR
5535786,300,GRC7,7,"15 January 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)","Labour Group (Greece)",5,"Police Forces of Greece (2015-)",,1,15,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"Greek Reporter; The National Herald; AP; Ekathimerini; EuroNews; Xinhua; Reuters",National-Regional,"On Jan. 15, 2018: Around 20,000 rioters demonstrated in Athens against the government's newly approved austerity measures. Rioters threw petrol bombs and stones at the police, who used pepper spray. No one was injured or arrested.",0,1561483031,GRC
5535625,300,GRC3,3,"10 January 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)",,5,"Police Forces of Greece (2015-)",,1,15,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"AP; The National Herald; Greek Reporter; Ekathimerini",National-International,"On Jan 10, 2018: Anti-austerity demonstrators in Athens reached the entrance of the prime minister's official residence. One police officer was hospitalized with a light injury and the demonstrators eventually left peacefully.",0,1561483030,GRC
5081049,300,GRC1,1,"09 January 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)","KKE: Communist Party of Greece",5,,,0,50,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"To Vima; Greek Reporter; AP",National-International,"On Jan. 9, 2018: Dozens of people taking part in a Communist Party-affiliated demonstration broke into the Labour Ministry using crowbars. No injuries or arrests were reported.",0,1553853271,GRC
5082807,643,RUS5,5,"05 January 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","Labour Group (Russia)",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"Novye Izvestia",National,"On July 5th, a dozen of employees of Teatre.doc were arrested in Moscow during a peaceful picket protest in support of the arrested Ukrainian Oleg Sentsov. Reportedly, nine of them were detained due to alleged drug use and drunkness, another actress was hit, but not detained. A protester, who was filming the detention, was forced to erase the video. All were detained later in the night.",0,1553853273,RUS
5085599,804,UKR11,11,"01 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Ukraine)",,3,"Civilians (Ukraine)",,7,37,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,Taymer,Subnational,"On January 01, 2018, a car knocked down a ""well-known rights defender"" activist Oleksandr Orlov in Odessa. Activists think that Orlov could have been knocked down deliberately.",0,1553853276,UKR
